office,district,votefor,candidate,party,votes,type,winner
STATE REPRESENTATIVE,RUTLAND 2 REP,2,ART MINARD, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 2 REP,2,BOGDAN POPA, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 2 REP,2,BRYAN JOHNSON, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 2 REP,2,CABRI FARLEEN, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 2 REP,2,GAIL GILLAM, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 2 REP,2,RON EVANS, ,2,Write-in,False
STATE REPRESENTATIVE,RUTLAND 2 REP,2,STEVE BENARD, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 2 REP,2,JEANNE HALEY, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 2 REP,2,KIAH MORRIS, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 2 REP,2,LYNN EDMUNDS, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 2 REP,2,RALPH CORBO, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 2 REP,2,RON BOUCHER, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 2 REP,2,TOM TRUEX, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 2 REP,2,JOE BAKER, ,0,Write-in,False
STATE REPRESENTATIVE,RUTLAND 2 REP,2,JOHN CROWLEY, ,0,Write-in,False
STATE REPRESENTATIVE,RUTLAND 2 REP,2,RUTH SHAW, ,0,Write-in,False
STATE REPRESENTATIVE,RUTLAND 2 REP,2,SEAN BARROWS, ,0,Write-in,False
STATE REPRESENTATIVE,RUTLAND 2 REP,2,TERRY WILLIAMS, ,0,Write-in,False
STATE REPRESENTATIVE,RUTLAND 3 REP,2,"WILLIAM ""BILL"" CANFIELD",REPUBLICAN,1885,Registered,False
STATE REPRESENTATIVE,RUTLAND 3 REP,2,"ROBERT ""BOB"" HELM",REPUBLICAN,1695,Registered,False
STATE REPRESENTATIVE,RUTLAND 3 REP,2,ROBERT J. RICHARDS,INDEPENDENT,1240,Registered,False
STATE REPRESENTATIVE,RUTLAND 3 REP,2,AMY PREGGER, ,2,Write-in,False
STATE REPRESENTATIVE,RUTLAND 3 REP,2,CALVIN WAITKUS, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 3 REP,2,CHARLES LARAMIE, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 3 REP,2,ROD HOLZWORTH, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 3 REP,2,TODD FERGUSON SR., ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 3 REP,2,CHERYL HOOKER, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 3 REP,2,GREG COX, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 3 REP,2,JULIE FINNEGAN, ,2,Write-in,False
STATE REPRESENTATIVE,RUTLAND 3 REP,2,KEVIN GRANT, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,THOMAS TERENZINI,REPUBLICAN,1427,Registered,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,ADIN JAMES, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,ALEX DANIELS, ,2,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,ANDREA MCCORMICK, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,BERNIE SANDERS, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,BILL HULSE, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,BILL OLSEN, ,2,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,BILL WILDS, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,BILL WILES, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,BRIAN TARMY, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,CHARLLOTTE GERSTEIN, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,CHRIS ROSE, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,CORREEN RODRIGUE, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,DAN STOCKER, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,DAVID FRENDEL, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,DAVID SUNDERLAND, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,DON CHIOFFI, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,DONNA ZELLER, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,GENNA OTTOBONI, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,GREG COX, ,2,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,HEATHER BIXLER, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,HOWARD LEWIS, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,JIM LEVINS, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,JIM SCHULTZ, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,JJ EVANS, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,JOE BORA, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,JOE ZINGALE, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,JOHN ASHCROFT, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,JOHN THOMAS, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,JOSEPH BORA, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,JOSH GOHB, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,JOSH TERENZINI, ,4,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,JP FAIGNANT, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,KEITH MORRIS, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,MARK BRIERRE, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,MARY ASHCROFT, ,4,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,MICHAEL JOHNSON, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,MICHAEL WITZING, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,MITCHELL GOLUB, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,PETER WALLETT, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,RICHARD LLOYD, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,ROGER LONISELLE, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,SCOTT FRANK, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,SHARRON RUSSELL, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,STEPHEN MORNEAN, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 4 REP,1,SUE RICHARDS, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND 5-1 REP,1,PETER J. FAGAN,REPUBLICAN,1137,Registered,False
STATE REPRESENTATIVE,RUTLAND 5-1 REP,1,HEATHER JULIUSSEN-STEVENSON,DEM/PROG,652,Registered,False
STATE REPRESENTATIVE,RUTLAND 5-2 REP,1,"LARRY ""COOPER"" CUPOLI",REP/DEM,1206,Registered,False
STATE REPRESENTATIVE,RUTLAND 5-3 REP,1,MARY E. HOWARD,DEMOCRATIC,707,Registered,False
STATE REPRESENTATIVE,RUTLAND 5-4 REP,1,"JACQUELINE ""BETH"" FLECK",REPUBLICAN,532,Registered,False
STATE REPRESENTATIVE,RUTLAND 5-4 REP,1,WILLIAM NOTTE,DEMOCRATIC,785,Registered,False
STATE REPRESENTATIVE,RUTLAND 6 REP,2,TIM GUILES,PROG/DEM,942,Registered,False
STATE REPRESENTATIVE,RUTLAND 6 REP,2,SETH HOPKINS,REPUBLICAN,1272,Registered,False
STATE REPRESENTATIVE,RUTLAND 6 REP,2,STEPHANIE JEROME,DEMOCRATIC,1553,Registered,False
STATE REPRESENTATIVE,RUTLAND 6 REP,2,"CHARLES ""BUTCH"" SHAW",REPUBLICAN,1702,Registered,False
STATE REPRESENTATIVE,RUTLAND-BENNINGTON REP,1,ROBIN CHESNUT-TANGERMAN,PROG/DEM,1162,Registered,False
STATE REPRESENTATIVE,RUTLAND-BENNINGTON REP,1,EDGAR CLEVELAND,REPUBLICAN,989,Registered,False
STATE REPRESENTATIVE,RUTLAND-BENNINGTON REP,1,KEN FREDETTE, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND-BENNINGTON REP,1,BRIAN HYATT, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND-BENNINGTON REP,1,MICKY NOUSE, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND-WINDSOR 1 REP,1,JIM HARRISON,REPUBLICAN,1269,Registered,False
STATE REPRESENTATIVE,RUTLAND-WINDSOR 1 REP,1,GINA OTTOBONI,DEMOCRATIC,887,Registered,False
STATE REPRESENTATIVE,RUTLAND-WINDSOR 1 REP,1,EARL SIMPSON, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND-WINDSOR 1 REP,1,JOB TATE, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND-WINDSOR 1 REP,1,NICOLE MCPHEE, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND-WINDSOR 1 REP,1,RACHEL LEVIN, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND-WINDSOR 2 REP,1,PETER BERGER,INDEPENDENT,980,Registered,False
STATE REPRESENTATIVE,RUTLAND-WINDSOR 2 REP,1,LOGAN NICOLL,DEM/PROG,1017,Registered,True
STATE REPRESENTATIVE,RUTLAND-WINDSOR 2 REP,1,LINDA TUCKER, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND-WINDSOR 2 REP,1,PAIGE KELLY, ,1,Write-in,False
STATE REPRESENTATIVE,RUTLAND-WINDSOR 2 REP,1,JASON SEIPLE, ,3,Write-in,False
STATE REPRESENTATIVE,RUTLAND-WINDSOR 2 REP,1,BRETT MYHRE, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 1 REP,2,GORDON BOCK,BERLIN-NORTHFIELD ALLIANCE,119,Registered,False
STATE REPRESENTATIVE,WASHINGTON 1 REP,2,ANNE B. DONAHUE,REPUBLICAN,1587,Registered,False
STATE REPRESENTATIVE,WASHINGTON 1 REP,2,KENNETH W. GOSLANT,REPUBLICAN,1324,Registered,False
STATE REPRESENTATIVE,WASHINGTON 1 REP,2,JEREMY HANSEN,PROG/DEM,1085,Registered,False
STATE REPRESENTATIVE,WASHINGTON 1 REP,2,DENISE MACMARTIN,DEMOCRATIC,1227,Registered,False
STATE REPRESENTATIVE,WASHINGTON 1 REP,2,REBECCA A. TROWER,INDEPENDENT,164,Registered,False
STATE REPRESENTATIVE,WASHINGTON 1 REP,2,JOHN STEVENS, ,2,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 1 REP,2,SEAN RYAN, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 2 REP,2,J. GUY ISABELLE,DEMOCRATIC,1645,Registered,False
STATE REPRESENTATIVE,WASHINGTON 2 REP,2,ROB LACLAIR,REPUBLICAN,1889,Registered,False
STATE REPRESENTATIVE,WASHINGTON 2 REP,2,"FRANCIS ""TOPPER"" MCFAUN",REP/DEM,2198,Registered,False
STATE REPRESENTATIVE,WASHINGTON 2 REP,2,CHRIS HATLEY, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 2 REP,2,CHUCK BARNEY, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 2 REP,2,DANIEL KELTY, ,2,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 2 REP,2,DOTTYE RICKS, ,2,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 2 REP,2,JACK MITCHELL, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 2 REP,2,JEANNIE GRAVES, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 2 REP,2,JOHN STIENMAN, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 2 REP,2,JP ISABELLE, ,3,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 2 REP,2,KEN BAILEY, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 2 REP,2,KEVIN LORD, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 2 REP,2,LUKE GROUT, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 2 REP,2,MIKE GRAVES, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 2 REP,2,PAUL DUNHAM, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 2 REP,2,PIERRE DUVAL II, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 2 REP,2,RITA LAFLOWER, ,2,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 2 REP,2,RUSTY VALSANGIACOMO, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 2 REP,2,STEVE BILTZ, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 3 REP,2,PETER D. ANTHONY,DEMOCRATIC,1214,Registered,False
STATE REPRESENTATIVE,WASHINGTON 3 REP,2,PAUL N. POIRIER,INDEPENDENT,894,Registered,False
STATE REPRESENTATIVE,WASHINGTON 3 REP,2,JOHN F. STEINMAN,REPUBLICAN,1024,Registered,False
STATE REPRESENTATIVE,WASHINGTON 3 REP,2,TOMMY J. WALZ,DEMOCRATIC,1229,Registered,False
STATE REPRESENTATIVE,WASHINGTON 4 REP,2,MARY S. HOOPER,DEMOCRATIC,3390,Registered,False
STATE REPRESENTATIVE,WASHINGTON 4 REP,2,WARREN KITZMILLER,DEMOCRATIC,2849,Registered,False
STATE REPRESENTATIVE,WASHINGTON 4 REP,2,GLENNIE SEWELL,PROGRESSIVE,1096,Registered,False
STATE REPRESENTATIVE,WASHINGTON 5 REP,1,KIMBERLY JESSUP,DEMOCRATIC,1950,Registered,False
STATE REPRESENTATIVE,WASHINGTON 5 REP,1,, ,4,Registered,False
STATE REPRESENTATIVE,WASHINGTON 5 REP,1,AL BORIGHT, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 5 REP,1,ANGELO NAPOLITANO, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 5 REP,1,BOB KELLETT, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 5 REP,1,DAVID CROWELL, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 5 REP,1,DEXTER LAFAVOUR, ,2,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 5 REP,1,EMILE PICARD, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 5 REP,1,IAN GILE, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 5 REP,1,JOHN BRETT, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 5 REP,1,PAUL HEWITT, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 5 REP,1,PETER HOOD, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 5 REP,1,RAY HICKORY, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 5 REP,1,RICHARD MILLER, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 5 REP,1,SCOTTIE GRAUR, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 5 REP,1,STEVE MARTIN, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 5 REP,1,WODEN TEACHOUT, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,JANET ANCEL,DEMOCRATIC,1808,Registered,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,ANNIE BODELSE, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,BETH CUMMINGS, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,BRAM TOBIN, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,DAN MARTIN, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,DENNIS SEAVEY-WINDSINGER, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,DOUG LILLEY, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,DREW GRAVES, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,GAIL GRAHAM, ,13,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,KENT MORSE, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,KIMBERLY JESSUP, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,MARION GRAY, ,2,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,MARK LANE, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,MITSU KITANE, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,OLIVIA GAY, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,PETER HARVEY, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,RICHARD KEHNE, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,RODNEY BUCK, ,2,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,SCOTT THOMPSON, ,3,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,STEVE DUKE, ,3,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,TOM MCARDLE, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,ALAN WHITCOMB, ,0,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,ALBERT WHITCOMB, ,0,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,ALEX HICKORY, ,0,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,ANDREW BREWER, ,0,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,ANYA TYNIO, ,0,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,BARRY WADLE, ,0,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,BEN BANTA, ,0,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,BRIAN BLAISDELL, ,0,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,CHARLEY BURBANK, ,0,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,DALE BICKFORD, ,0,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,DARRELL BURKHALTER, ,0,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,DEMES BLARE, ,0,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,"ETHAN ""ROCK"" MULLIGAN", ,0,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,JAMES ARISMAN, ,0,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,JOHN HELFANT, ,0,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,JORDAN HOWE, ,0,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,MIKE HOGAN, ,0,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,PATTY COFFRIN, ,0,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,RYAN TIBBITTS, ,0,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,THOMAS RIES, ,0,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,TODD NEWTON, ,0,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,ALLAN FARNHAM, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,BRIAN TOWBIN, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,DONALD TRUMP, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,EUGENIA BELOTSERKOVSKY, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,GARY GRAVES, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,GEORGE CUSHING, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,JANICE LLOYD, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 6 REP,1,MIKE RAKER, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 7 REP,2,KARI DOLAN,DEMOCRATIC,2340,Registered,False
STATE REPRESENTATIVE,WASHINGTON 7 REP,2,MAXINE GRAD,DEMOCRATIC,2590,Registered,False
STATE REPRESENTATIVE,WASHINGTON 7 REP,2,NEIL JOHNSON,GREEN MOUNTAIN,385,Registered,False
STATE REPRESENTATIVE,WASHINGTON 7 REP,2,ED READ,INDEPENDENT,1981,Registered,False
STATE REPRESENTATIVE,WASHINGTON 7 REP,2,BOB READIE,INDEPENDENT,517,Registered,False
STATE REPRESENTATIVE,WASHINGTON 7 REP,2,KEITH MARINO, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 7 REP,2,RODNEY CHAYER, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 7 REP,2,ED READ, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 7 REP,2,EDWARD CASEY, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 7 REP,2,SHELDON FOLEY, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON 7 REP,2,TERRY OSTROUT, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,THOMAS STEVENS,DEMOCRATIC,3101,Registered,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,THERESA WOOD,DEMOCRATIC,3533,Registered,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,CRAIG PIAZZO, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,DAVID IDE, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,ISAAC BOINEY, ,3,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,JOANNA KELLY, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,JOHN STREETER, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,MARK KUNZE, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,ROB ASHTON, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,ROB PITONE, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,SHARON MURRAY, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,TAMMY COE, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,TODD KEIL, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,BOB SMITH, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,CLINTON ALGER, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,DONALD TRUMP, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,MELANIE GIANGRECO, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,MICHAEL DOOLING, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,PETER BRIGGS, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,TERRY MOULTROUP, ,9,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,ANDY CARPENTER, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,CALVIN POTTER, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,CHARLES DOW, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,CHRIS MCKAY, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,CHRIS VIENS, ,3,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,CLINT CYR, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,DILLON CLARK, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,ED COFFEY, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,ED READ, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,ERIC CHITTENDEN, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,ERIC FRIEDMAN, ,2,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,EVERETT COFFEY, ,2,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,FRANK BALCO, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,H. BROOKE PAIGE, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,JANE WILLARD, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,JAY PROVENCHER, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,JEFFREY KILGORE, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,JOE RICHARDSON, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,JOHN DICARLO, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,JOHN GRENIER, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,JONATHAN GRIFFIN, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,JOSEPH CLARK III, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,JUSTIN HADLEY, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,KELLY HOUGH, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,KEVIN O'BRIEN, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,LIAM CLARK, ,1,Write-in,False
STATE REPRESENTATIVE,WASHINGTON-CHITTENDEN REP,2,MARION HOWES, ,1,Write-in,False
